user_id,posted,item_id,helpful,recommend,sentiment_analysis,sentiment_label
whiplash_J,"Posted November 8, 2013.",204100,No ratings yet,True,0.5859,2
grimnixilis,"Posted April 29, 2014.",24240,No ratings yet,True,0.4404,2
youareTERRIBLE,"Posted June 2, 2014.",250180,No ratings yet,True,0.6369,2
dothed4nnydance,"Posted December 21, 2013.",630,No ratings yet,True,0.0,1
76561198072830152,"Posted November 26, 2013.",230410,No ratings yet,True,0.8519,2
Darkness211,Posted May 14.,440,2 of 6 people (33%) found this review helpful,False,0.0,1
76561198084875025,Posted February 7.,292030,No ratings yet,True,0.5719,2
ReloyJenkins,"Posted September 4, 2013.",105600,No ratings yet,True,0.0,1
76561198057003548,"Posted May 24, 2014.",211600,No ratings yet,True,0.0,1
wolvau,"Posted December 12, 2013.",38410,4 of 90 people (4%) found this review helpful,False,0.0,1
Wdsy,"Posted October 22, 2013.",204530,No ratings yet,True,-0.2516,0
76561198047513395,Posted March 4.,356500,No ratings yet,True,0.3378,2
carterbegrie,"Posted March 29, 2015.",209000,0 of 2 people (0%) found this review helpful,True,-0.7501,0
76561198136842952,"Posted June 13, 2015.",113400,No ratings yet,False,-0.765,0
76561198077207405,Posted August 7.,461560,No ratings yet,True,0.8115,2
76561198055314663,"Posted June 5, 2014.",262410,No ratings yet,False,0.0,1
TheZomyo,"Posted February 16, 2014.",221100,0 of 1 people (0%) found this review helpful,True,0.0,1
bawblybooiscommingtoeatyou,"Posted November 7, 2015.",359050,No ratings yet,True,0.9863,2
MatusPocus,"Posted June 18, 2015.",99900,No ratings yet,True,0.0,1
leherplederp,"Posted January 3, 2014.",72850,0 of 1 people (0%) found this review helpful,True,0.9231,2
76561198013600577,Posted January 7.,432020,14 of 78 people (18%) found this review helpful,True,0.7351,2
yamaaaaa,"Posted October 1, 2014.",312150,No ratings yet,True,0.9033,2
Cybs,"Posted November 7, 2014.",250900,2 of 3 people (67%) found this review helpful,True,-0.8201,0
mcjacob,"Posted April 12, 2013.",570,No ratings yet,True,0.6249,2
amazingcpan,"Posted April 5, 2014.",211420,No ratings yet,True,0.701,2
yellomit2k,"Posted September 12, 2013.",206420,No ratings yet,True,0.6908,2
yokta,"Posted November 25, 2013.",1840,8 of 37 people (22%) found this review helpful,False,0.6878,2
YoloGhost,"Posted March 7, 2014.",233250,1 of 3 people (33%) found this review helpful,True,-0.8183,0
napoleoninrags,"Posted December 15, 2013.",219150,No ratings yet,True,0.562,2
76561198059865927,"Posted August 2, 2015.",8930,No ratings yet,True,0.8537,2
76561198090194786,Posted April 14.,2990,No ratings yet,True,0.7774,2
76561198027331790,"Posted May 2, 2015.",333600,2 of 3 people (67%) found this review helpful,True,0.9565,2
purplecubefruit,"Posted January 1, 2014.",227320,No ratings yet,True,0.4939,2
yulsuf,"Posted March 30, 2015.",239030,No ratings yet,True,0.5423,2
76561198044856249,"Posted December 23, 2013.",730,No ratings yet,True,0.3612,2
76561198082199887,"Posted June 22, 2014.",4000,No ratings yet,True,0.8126,2
Ninjabunny13,"Posted May 22, 2015.",232430,0 of 2 people (0%) found this review helpful,True,0.0,1
76561198193227423,"Posted October 9, 2015.",49540,0 of 1 people (0%) found this review helpful,False,-0.7845,0
maibiglargebuttocks,"Posted July 30, 2015.",383080,No ratings yet,True,0.0,1
BigMemeManZombie,"Posted February 4, 2014.",550,No ratings yet,True,0.0,1
76561198033992409,"Posted March 7, 2015.",237890,1 of 2 people (50%) found this review helpful,True,0.975,2
zakbot,"Posted June 22, 2014.",218620,1 of 1 people (100%) found this review helpful,True,0.34,2
Sabdoor,"Posted December 25, 2015.",207140,No ratings yet,True,0.0,1
hoarfrostkid,"Posted June 14, 2015.",232090,1 of 3 people (33%) found this review helpful,True,0.5106,2
76561197976404001,"Posted December 9, 2013.",20920,0 of 1 people (0%) found this review helpful,True,-0.6908,0
rstrolf,"Posted August 1, 2014.",218620,No ratings yet,True,0.0,1
zeroepix,Posted March 25.,427520,No ratings yet,True,0.8721,2
hatsunezhenix,"Posted April 14, 2015.",268420,No ratings yet,True,0.7906,2
KNGZigg,"Posted October 11, 2013.",214970,0 of 1 people (0%) found this review helpful,True,0.7783,2
76561198076271617,Posted February 13.,65930,No ratings yet,True,0.9528,2
zomgieee,"Posted April 25, 2011.",620,No ratings yet,True,0.9313,2
ZONEcold,Posted March 30.,264710,No ratings yet,True,0.4404,2
MyZan1ty,Posted July 31.,1250,No ratings yet,True,0.0,1
JyizerHD,"Posted May 3, 2015.",248820,No ratings yet,True,0.6131,2
keemotherapy,Posted July 2.,245170,3 of 7 people (43%) found this review helpful,True,0.9939,2
Dankest-Meme,Posted June 14.,389570,0 of 2 people (0%) found this review helpful,True,0.2023,2
76561198101298586,"Posted March 2, 2014.",203290,No ratings yet,True,0.5106,2
Tydirium_762,Posted August 10.,223750,2 of 4 people (50%) found this review helpful,True,0.0,1
EnduringCircle,"Posted September 21, 2013.",218230,No ratings yet,True,0.2732,2
76561198090486045,"Posted March 17, 2014.",12210,No ratings yet,False,0.6486,2
76561198049323129,"Posted July 10, 2015.",231430,No ratings yet,True,0.6124,2
john117777688888,"Posted July 28, 2013.",24860,No ratings yet,True,-0.2023,0
76561198048701431,"Posted February 13, 2014.",221100,No ratings yet,True,0.8126,2
76561198084797537,"Posted February 14, 2014.",251570,No ratings yet,True,0.802,2
tsunamitad,"Posted July 9, 2013.",226980,1 of 2 people (50%) found this review helpful,True,0.8547,2
thefreak9,"Posted February 2, 2014.",208090,No ratings yet,False,0.6798,2
dopeywhitefrost,"Posted December 29, 2013.",233720,No ratings yet,True,0.0,1
paulomilitao,"Posted April 4, 2014.",55230,No ratings yet,True,0.0,1
TalonsGaming,"Posted December 1, 2015.",244850,No ratings yet,True,-0.0516,1
vertwheeler9,"Posted February 18, 2014.",218230,No ratings yet,True,0.9643,2
76561198061652531,"Posted May 14, 2014.",222750,No ratings yet,True,0.0,1
Scarffolfby,Posted August 6.,730,No ratings yet,True,0.0,1
76561198092022514,"Posted February 17, 2014.",224260,No ratings yet,True,0.0,1
5856565456564,"Posted July 14, 2015.",212630,No ratings yet,True,0.0,1
Tobyrox9,"Posted September 24, 2014.",233350,2 of 7 people (29%) found this review helpful,True,0.8182,2
SuperSalter3000,Posted May 3.,252950,4 of 5 people (80%) found this review helpful,True,0.8503,2
76561198112871140,"Posted February 12, 2015.",304930,No ratings yet,True,-0.34,0
76561198060108106,"Posted February 7, 2014.",12200,3 of 4 people (75%) found this review helpful,True,-0.4019,0
TheIvanloco4,"Posted September 22, 2015.",218230,No ratings yet,True,0.0,1
76561198047051392,"Posted June 28, 2015.",219640,No ratings yet,True,0.4588,2
creamybuthole,"Posted March 9, 2014.",11230,2 of 8 people (25%) found this review helpful,False,-0.0258,1
lucasvx273,"Posted September 5, 2012.",730,No ratings yet,True,0.0,1
76561198088407985,"Posted March 3, 2014.",17520,4 of 19 people (21%) found this review helpful,False,0.8625,2
76561197997238293,"Posted August 13, 2015.",299740,1 of 3 people (33%) found this review helpful,True,0.9571,2
calldogedoggie,"Posted October 11, 2013.",99900,1 of 2 people (50%) found this review helpful,True,0.0,1
oteppers,"Posted June 21, 2015.",202970,No ratings yet,True,0.765,2
dependancy,"Posted April 22, 2015.",730,2 of 3 people (67%) found this review helpful,True,-0.5994,0
76561198086498571,"Posted December 31, 2014.",234670,No ratings yet,True,0.7579,2
John_J_Rambo,"Posted October 30, 2015.",317360,No ratings yet,True,0.836,2
76561198086388497,"Posted September 9, 2015.",570,No ratings yet,True,0.0,1
76561198014210785,"Posted June 15, 2014.",259680,4 of 4 people (100%) found this review helpful,True,0.9519,2
frankiesayschillax,"Posted June 24, 2015.",208650,No ratings yet,False,0.6115,2
00000000000000000001227,Posted February 21.,300,No ratings yet,True,0.4404,2
76561198085285121,"Posted February 21, 2014.",271290,No ratings yet,True,0.9293,2
76561198067429032,Posted January 7.,4000,No ratings yet,True,0.6705,2
76561198090642401,"Posted August 9, 2013.",212800,0 of 1 people (0%) found this review helpful,True,0.6908,2
mark3888,"Posted July 20, 2014.",304930,4 of 5 people (80%) found this review helpful,True,-0.4215,0
CharlesMcknightly,"Posted August 8, 2014.",236430,0 of 3 people (0%) found this review helpful,True,-0.6928,0
76561198061834064,"Posted September 22, 2014.",24240,No ratings yet,True,-0.6372,0
76561198050236419,"Posted November 13, 2014.",304930,No ratings yet,True,0.0,1
76561198024826675,"Posted November 14, 2014.",237930,1 of 1 people (100%) found this review helpful,True,0.7717,2
76561198011004336,"Posted June 26, 2015.",13570,No ratings yet,True,0.9657,2
76561198097177685,"Posted November 29, 2014.",250600,No ratings yet,True,0.34,2
76561198079671154,Posted March 31.,234140,No ratings yet,True,0.3612,2
DrQuaz,"Posted June 8, 2014.",3800,4 of 10 people (40%) found this review helpful,True,-0.5423,0
76561198055894293,"Posted October 26, 2015.",730,No ratings yet,True,0.0,1
patpat14,"Posted January 13, 2014.",17520,No ratings yet,True,0.8947,2
infectumhate,"Posted October 28, 2013.",39120,No ratings yet,True,0.6486,2
JiAltair,"Posted September 5, 2015.",8930,No ratings yet,True,0.5106,2
pandainutil,Posted January 12.,268750,No ratings yet,False,0.0,1
absolutezero,"Posted June 30, 2015.",335670,No ratings yet,True,0.4404,2
divorahk,"Posted September 8, 2014.",204060,2 of 3 people (67%) found this review helpful,True,0.9468,2
Luxzackian,"Posted December 17, 2015.",238460,No ratings yet,True,0.9719,2
76561197969020980,"Posted June 22, 2014.",238320,No ratings yet,True,0.0936,1
76561198063316459,"Posted October 15, 2014.",265630,No ratings yet,True,0.0,1
76561198061354183,"Posted April 25, 2015.",218230,0 of 2 people (0%) found this review helpful,False,0.8519,2
jadziatuvok,"Posted December 11, 2015.",206420,No ratings yet,True,0.9859,2
dontplayinpipesanddrains,"Posted March 20, 2015.",2640,No ratings yet,True,0.5574,2
oliverkellow,"Posted December 10, 2013.",91700,No ratings yet,True,-0.6151,0
Rawex,"Posted September 7, 2015.",356070,26 of 49 people (53%) found this review helpful,True,0.9679,2
76561198059611709,"Posted December 7, 2013.",250400,No ratings yet,True,0.6249,2
76561197972261430,"Posted October 31, 2014.",313160,1 of 3 people (33%) found this review helpful,True,0.0,1
76561198073222743,"Posted February 6, 2014.",235600,0 of 1 people (0%) found this review helpful,True,0.8957,2
76561198054914056,Posted June 30.,113400,No ratings yet,True,0.296,2
SkinnyPirate,"Posted August 4, 2013.",2990,No ratings yet,True,-0.3182,0
SmokaBluntos,"Posted October 15, 2015.",222900,0 of 1 people (0%) found this review helpful,True,0.0516,1
markimoo2,"Posted April 17, 2014.",11390,No ratings yet,False,-0.7845,0
snipergod31,"Posted December 14, 2014.",322660,No ratings yet,True,0.4019,2
76561198067662523,"Posted March 27, 2015.",244450,No ratings yet,True,0.659,2
LeafyIsH3r3,Posted January 11.,295110,No ratings yet,True,0.296,2
utarran,"Posted July 26, 2014.",304930,No ratings yet,True,0.8481,2
gamingislife,"Posted July 15, 2014.",105600,No ratings yet,True,0.9062,2
76561198079324266,"Posted August 4, 2014.",227940,1 of 2 people (50%) found this review helpful,True,0.9275,2
Theta5Who,"Posted October 4, 2014.",313730,No ratings yet,True,0.5574,2
Reaper_yU,"Posted March 26, 2015.",11610,3 of 4 people (75%) found this review helpful,True,0.765,2
Gabo9,"Posted March 28, 2014.",730,No ratings yet,True,0.7003,2
76561198069536565,Posted August 27.,292030,2 of 2 people (100%) found this review helpful,True,0.6369,2
76561198118874302,Posted February 19.,35480,No ratings yet,True,0.829,2
kanzabrand,"Posted January 18, 2014.",570,No ratings yet,True,0.0,1
Bananasbananas,Posted March 5.,278360,No ratings yet,False,0.0,1
76561198068181829,Posted February 5.,340730,0 of 1 people (0%) found this review helpful,True,0.6486,2
76561198012943559,"Posted July 5, 2011.",440,No ratings yet,True,0.0,1
76561198072074537,"Posted October 19, 2014.",224260,No ratings yet,True,0.0,1
76561198060557951,Posted January 30.,252490,2 of 4 people (50%) found this review helpful,False,-0.8126,0
Spawnofelfdude,"Posted November 13, 2015.",377160,0 of 4 people (0%) found this review helpful,True,0.0,1
76561197965205416,Posted January 18.,105600,No ratings yet,True,-0.4215,0
SgazyRQ,"Posted December 31, 2013.",221910,No ratings yet,True,0.7184,2
DogeWithDaSwegAndDew,"Posted April 9, 2015.",200210,0 of 1 people (0%) found this review helpful,True,-0.765,0
shinomegami,"Posted August 11, 2012.",550,157 of 243 people (65%) found this review helpful,True,0.0,1
Predator_XD,"Posted April 1, 2015.",218620,1 of 1 people (100%) found this review helpful,True,0.0,1
71251241,"Posted October 8, 2015.",218620,No ratings yet,True,0.8481,2
Yuriss,"Posted December 4, 2013.",4000,No ratings yet,True,0.0,1
northisbae,"Posted February 13, 2014.",219640,1 of 1 people (100%) found this review helpful,True,0.1027,2
76561198080157237,"Posted May 10, 2015.",265930,No ratings yet,True,0.0,1
DavieTheCheese,"Posted May 11, 2014.",203140,1 of 3 people (33%) found this review helpful,True,-0.8328,0
leeooel123456,Posted May 30.,730,No ratings yet,True,0.0,1
76561198089779183,"Posted July 26, 2014.",304930,No ratings yet,True,0.0,1
76561198086392619,"Posted July 30, 2015.",304930,0 of 1 people (0%) found this review helpful,True,0.0,1
thir13enhand,"Posted April 5, 2015.",214420,No ratings yet,True,0.5719,2
76561198089545153,"Posted September 26, 2014.",730,No ratings yet,True,0.0,1
76561198079709365,"Posted June 16, 2015.",24800,No ratings yet,True,0.0,1
ghost-loli,"Posted March 12, 2014.",264200,No ratings yet,True,0.0,1
teletame,"Posted June 14, 2015.",26800,No ratings yet,True,-0.7283,0
76561198074918909,"Posted January 25, 2015.",302830,No ratings yet,True,0.5106,2
I_Was_Just_In_Beaver,Posted July 30.,214190,No ratings yet,False,0.6369,2
KlaudC,"Posted December 1, 2014.",204360,No ratings yet,True,0.0,1
KingBlobfish,Posted February 10.,220780,2 of 3 people (67%) found this review helpful,True,0.872,2
movienationscom,Posted January 22.,24240,4 of 6 people (67%) found this review helpful,True,0.0772,1
Mintez,"Posted February 8, 2014.",208090,1 of 3 people (33%) found this review helpful,True,0.5859,2
WindowsSteam,"Posted October 13, 2015.",376870,2 of 5 people (40%) found this review helpful,True,0.9904,2
X-Evolution,Posted May 21.,373770,No ratings yet,True,0.1779,2
76561198026999637,"Posted April 15, 2015.",344760,1 of 4 people (25%) found this review helpful,True,0.6124,2
76561198065330196,"Posted October 15, 2014.",730,No ratings yet,True,0.9897,2
virex4,"Posted December 27, 2011.",113400,0 of 2 people (0%) found this review helpful,True,0.7967,2
onimasa803,"Posted January 28, 2015.",244850,No ratings yet,True,0.6597,2
_Harbinger_,"Posted December 8, 2013.",200710,No ratings yet,True,0.2023,2
KHANIMAX,Posted July 29.,8930,No ratings yet,True,0.6326,2
Altair6681,"Posted March 23, 2015.",50130,No ratings yet,True,0.9022,2
MladshiyLlama,Posted January 14.,354290,8 of 16 people (50%) found this review helpful,True,-0.658,0
maddoxx789,"Posted December 15, 2012.",500,No ratings yet,True,0.8689,2
chickenzrulz,Posted August 29.,271290,1 of 3 people (33%) found this review helpful,True,0.0,1
epicbumface,"Posted April 3, 2014.",8850,1 of 1 people (100%) found this review helpful,True,0.765,2
76561198074419919,"Posted January 8, 2015.",209650,No ratings yet,True,0.7269,2
LoiroG,"Posted March 31, 2014.",440,1 of 1 people (100%) found this review helpful,True,0.4404,2
76561198077295459,"Posted November 15, 2014.",227940,No ratings yet,True,0.9115,2
dalebaxter,"Posted February 28, 2015.",343330,No ratings yet,True,0.1779,2
76561198066544547,"Posted July 9, 2015.",307780,No ratings yet,True,0.0,1
76561198101093216,"Posted August 4, 2015.",274940,2 of 3 people (67%) found this review helpful,True,0.9738,2
QuirkyChicken,"Posted January 16, 2014.",204300,2 of 4 people (50%) found this review helpful,True,0.8906,2
GOLDENFREDRICKSTAR,"Posted July 5, 2014.",500,2 of 2 people (100%) found this review helpful,True,0.3612,2
BlazingTheAmazing,"Posted January 16, 2015.",236390,2 of 4 people (50%) found this review helpful,True,0.9544,2
76561198012064862,"Posted February 26, 2014.",239220,No ratings yet,True,0.25,2
AquilliusRanger,"Posted April 17, 2015.",22370,No ratings yet,True,0.9169,2
76561198074819329,"Posted November 30, 2012.",200210,No ratings yet,True,-0.6742,0
TsarFeck,"Posted September 10, 2015.",339800,No ratings yet,True,0.296,2
76561198126926393,"Posted August 16, 2014.",210770,No ratings yet,True,0.7902,2
Slavishbear,Posted May 25.,252490,1 of 2 people (50%) found this review helpful,True,-0.6908,0
76561198066133892,Posted April 3.,208030,No ratings yet,True,0.1779,2
76561198096694241,"Posted February 2, 2015.",227220,1 of 4 people (25%) found this review helpful,False,-0.4767,0
76561198047472267,"Posted January 27, 2015.",33230,No ratings yet,True,0.9498,2
damo4lyf,"Posted September 2, 2014.",202970,1 of 1 people (100%) found this review helpful,True,0.296,2
AwpDerp,Posted February 9.,252950,No ratings yet,True,0.5106,2
helmerjunior,"Posted December 21, 2013.",730,No ratings yet,True,0.8126,2
CorporalDucky,"Posted June 14, 2015.",247730,No ratings yet,False,0.0,1
28042005,Posted July 28.,273110,1 of 3 people (33%) found this review helpful,True,0.969,2
76561198083993063,Posted January 16.,374570,No ratings yet,True,0.7003,2
76561198061759775,"Posted December 18, 2013.",4000,0 of 2 people (0%) found this review helpful,True,0.0,1
itsaprofileaboutnothing,"Posted December 28, 2013.",21690,8 of 18 people (44%) found this review helpful,False,0.7184,2
imjeans,"Posted October 30, 2014.",218620,0 of 1 people (0%) found this review helpful,True,0.0,1
Flakerinos,"Posted November 28, 2015.",333930,No ratings yet,True,0.25,2
G77777,"Posted March 29, 2015.",12120,No ratings yet,True,0.4019,2
me11111111,"Posted July 13, 2014.",214700,1 of 2 people (50%) found this review helpful,True,0.0,1
76561198057787590,"Posted September 17, 2015.",309890,No ratings yet,False,0.2938,2
emorisu,"Posted December 11, 2014.",250900,No ratings yet,True,0.9081,2
fab2cent,"Posted June 12, 2014.",202310,10 of 15 people (67%) found this review helpful,True,0.9706,2
TooManyDankMemes,Posted March 22.,413170,No ratings yet,True,0.296,2
76561198045344356,"Posted September 9, 2011.",99900,No ratings yet,True,0.6249,2
atornaz,"Posted December 12, 2015.",417860,No ratings yet,True,0.9467,2
76561198158725328,"Posted April 11, 2015.",335300,0 of 2 people (0%) found this review helpful,True,0.4404,2
Im2cool999,"Posted April 18, 2015.",214850,No ratings yet,True,0.8176,2
TheMoustacheRider,"Posted December 3, 2015.",225540,No ratings yet,True,0.8979,2
76561198088247035,"Posted September 12, 2014.",274920,0 of 1 people (0%) found this review helpful,True,0.3553,2
LukasTrotacielos,"Posted August 27, 2015.",70000,No ratings yet,True,0.0,1
KerrisB,"Posted January 5, 2015.",304930,No ratings yet,True,0.8126,2
76561198154995501,"Posted October 30, 2014.",51100,No ratings yet,True,0.5994,2
SuperExpertPlayer,Posted July 7.,10090,No ratings yet,True,0.0,1
247211,Posted April 8.,391540,No ratings yet,True,-0.4767,0
76561198091868909,Posted September 11.,730,No ratings yet,True,-0.0772,1
nuclearjimmeh,"Posted August 9, 2014.",296470,0 of 1 people (0%) found this review helpful,True,0.6369,2
ehrenthor,"Posted July 19, 2015.",232090,1 of 2 people (50%) found this review helpful,True,0.7506,2
420NigelGaming420,Posted January 9.,730,0 of 3 people (0%) found this review helpful,True,0.6369,2
76561198097949523,"Posted December 27, 2013.",550,No ratings yet,True,0.5106,2
765611983889673,"Posted April 26, 2014.",104600,2 of 43 people (5%) found this review helpful,False,0.0,1
MiAkArKe,Posted August 31.,449800,No ratings yet,True,0.6597,2
martzeo,"Posted August 2, 2015.",253030,No ratings yet,True,0.0,1
iluvmiku,"Posted July 18, 2013.",230410,No ratings yet,True,0.5106,2
Nepku_,"Posted September 8, 2013.",204360,No ratings yet,True,0.0,1
Nanaya_Shiki,Posted April 19.,411370,1 of 1 people (100%) found this review helpful,True,0.0,1
foxer007,"Posted April 19, 2014.",4000,1 of 1 people (100%) found this review helpful,True,0.4404,2
76561198070509799,"Posted December 18, 2013.",730,No ratings yet,True,0.0,1
sakurayuki,"Posted June 8, 2013.",209790,0 of 1 people (0%) found this review helpful,True,0.0,1
76561198091164764,"Posted February 15, 2015.",230410,No ratings yet,True,0.0,1
76561197973688926,Posted September 12.,205100,No ratings yet,True,0.0,1
akirawwww,Posted June 2.,235800,1 of 1 people (100%) found this review helpful,True,0.0,1
poomeus,"Posted December 22, 2014.",311340,No ratings yet,True,0.2177,2
EnderWiz,Posted May 14.,413410,No ratings yet,True,0.9601,2
76561198082543743,"Posted June 14, 2014.",218230,7 of 40 people (18%) found this review helpful,False,0.0,1
steamconan,"Posted April 13, 2013.",96300,No ratings yet,True,0.0,1
lambor-sb,Posted July 26.,370280,No ratings yet,True,0.0,1
AroraITServices,"Posted April 1, 2014.",213670,0 of 1 people (0%) found this review helpful,True,0.0,1
76561198001658920,"Posted December 20, 2013.",570,No ratings yet,True,0.6597,2
KinkyBird,"Posted June 28, 2014.",25890,0 of 10 people (0%) found this review helpful,False,0.25,2
tuna168,"Posted May 20, 2014.",105600,1 of 3 people (33%) found this review helpful,True,0.4404,2
76561198082705819,"Posted January 23, 2015.",250180,No ratings yet,True,0.0,1
76561198089365649,Posted February 2.,282070,No ratings yet,True,0.0,1
B1xG7,"Posted February 13, 2014.",440,1 of 2 people (50%) found this review helpful,True,0.8271,2
FastAsACheetah,Posted February 19.,12220,No ratings yet,True,0.1531,2
Terminator_Mitch,"Posted August 1, 2012.",4000,0 of 1 people (0%) found this review helpful,True,0.8176,2
Quitespace,"Posted January 24, 2014.",203140,No ratings yet,True,0.6249,2
WaFelekPL,"Posted May 10, 2015.",356670,No ratings yet,True,0.0,1
76561198020290098,"Posted September 2, 2015.",287700,1 of 3 people (33%) found this review helpful,True,0.0,1
76561198089540481,"Posted April 3, 2015.",440,0 of 1 people (0%) found this review helpful,True,0.5859,2
mopkap,"Posted June 23, 2015.",232090,2 of 4 people (50%) found this review helpful,True,0.4939,2
zuzuga2003,"Posted July 24, 2014.",253710,No ratings yet,False,-0.4019,0
76561198067956177,"Posted May 21, 2013.",440,1 of 1 people (100%) found this review helpful,True,0.8402,2
Andr3wPandora,"Posted September 1, 2014.",570,No ratings yet,True,-0.5106,0
ckdkdo1,"Posted December 7, 2014.",4000,No ratings yet,True,0.0,1
derpmelon,"Posted July 19, 2015.",245370,No ratings yet,True,0.9652,2
76561198079378923,"Posted August 16, 2014.",312990,No ratings yet,True,0.0,1
loadsamoney,"Posted June 22, 2015.",70600,5 of 28 people (18%) found this review helpful,False,0.6597,2
Hati_Hati_Hati_Hati_Hati_Hati,"Posted August 29, 2014.",304930,No ratings yet,True,0.3612,2
76561198157640176,Posted June 21.,262120,6 of 11 people (55%) found this review helpful,True,0.857,2
76561198079579272,"Posted October 29, 2013.",570,1 of 2 people (50%) found this review helpful,True,0.2023,2
jefferyjefferson,"Posted December 6, 2013.",340,No ratings yet,True,-0.5859,0
76561198043516885,Posted August 29.,291410,No ratings yet,True,0.6195,2
76561198052851877,"Posted January 16, 2014.",211820,No ratings yet,True,-0.0164,1
76561198102087487,"Posted June 18, 2015.",730,No ratings yet,True,0.1999,2
76561198042216621,"Posted March 17, 2013.",204300,No ratings yet,True,0.872,2
deatheffekt,"Posted May 17, 2013.",4560,No ratings yet,True,0.2206,2
C38_76_88,"Posted September 1, 2013.",440,1 of 1 people (100%) found this review helpful,True,0.0,1
reflexaus,"Posted February 15, 2014.",105600,1 of 1 people (100%) found this review helpful,True,0.9423,2
SirNeon,"Posted June 18, 2014.",8190,No ratings yet,True,0.6249,2
Outbackalien,"Posted March 20, 2015.",268220,No ratings yet,True,0.1779,2
76561198048191382,"Posted March 1, 2014.",60800,10 of 20 people (50%) found this review helpful,True,0.7264,2
PogChampFace,"Posted August 5, 2014.",243450,1 of 2 people (50%) found this review helpful,True,0.5106,2
76561198015461883,"Posted July 14, 2014.",238320,No ratings yet,False,-0.762,0
paolopascual,"Posted December 25, 2013.",550,No ratings yet,True,0.0516,1
basedfroggo,"Posted June 17, 2013.",72850,No ratings yet,True,0.0,1
76561198084842871,"Posted November 3, 2014.",319510,No ratings yet,True,0.7717,2
76561198091266752,Posted July 8.,570,No ratings yet,True,0.4404,2
happy-day,"Posted August 30, 2013.",207230,No ratings yet,True,0.6369,2
DXLfore,"Posted November 30, 2013.",35140,No ratings yet,True,0.4767,2
1epicninja,"Posted December 23, 2015.",107410,0 of 3 people (0%) found this review helpful,True,0.9376,2
bhim_a_saurus,"Posted December 26, 2013.",203160,0 of 1 people (0%) found this review helpful,True,0.765,2
sanicissped,"Posted October 20, 2015.",218230,0 of 3 people (0%) found this review helpful,False,0.9886,2
adobeflash,"Posted October 14, 2014.",304930,No ratings yet,True,0.7264,2
3teGZ_Rorschach,"Posted January 14, 2014.",214950,3 of 6 people (50%) found this review helpful,True,0.8779,2
3th3,Posted May 4.,440,No ratings yet,True,0.0,1
Psycotic,Posted January 10.,360940,No ratings yet,True,0.4404,2
51centcorn,"Posted July 11, 2015.",221380,No ratings yet,True,-0.4767,0
76561198079298522,"Posted January 7, 2015.",301520,0 of 1 people (0%) found this review helpful,True,0.0,1
aamonrai132,"Posted February 21, 2014.",440,2 of 3 people (67%) found this review helpful,True,0.6369,2
76561198011303167,"Posted September 22, 2015.",217920,1 of 1 people (100%) found this review helpful,False,0.9062,2
76561198045884541,"Posted July 23, 2014.",227700,11 of 23 people (48%) found this review helpful,True,0.9807,2
Lolicon_Banzai,"Posted October 15, 2015.",6060,1 of 1 people (100%) found this review helpful,True,0.0,1
KyoukoNaegi,"Posted December 21, 2013.",8870,No ratings yet,True,0.6249,2
Scorpionking255,"Posted May 21, 2014.",570,No ratings yet,True,0.91,2
InSAnE7331,"Posted June 18, 2015.",218620,No ratings yet,True,0.8826,2
KentuckyFriedSpy,"Posted December 2, 2015.",730,1 of 1 people (100%) found this review helpful,False,0.296,2
K33mstar,"Posted November 13, 2014.",240,No ratings yet,True,0.34,2
76561198120526129,"Posted May 24, 2015.",232090,No ratings yet,True,0.6369,2
Koreanpony,"Posted October 11, 2015.",440,No ratings yet,True,0.0,1
Ci3lPhant0mhive,"Posted May 26, 2014.",211820,No ratings yet,True,0.6249,2
sibalnoma,"Posted February 18, 2014.",224580,No ratings yet,True,0.0,1
cumtasteslikejelley,"Posted April 18, 2015.",306130,No ratings yet,True,0.7884,2
purpledragonfun,"Posted January 18, 2013.",300,No ratings yet,True,-0.1767,0
76561198090921255,"Posted April 19, 2014.",243870,0 of 1 people (0%) found this review helpful,False,0.0,1
westy38,"Posted July 9, 2015.",72850,No ratings yet,True,0.9661,2
76561198077253824,Posted August 18.,233450,0 of 2 people (0%) found this review helpful,True,-0.25,0
76561198063951820,"Posted September 26, 2015.",388090,No ratings yet,True,-0.4749,0
Tomatoman007,Posted June 18.,255710,0 of 1 people (0%) found this review helpful,True,0.9414,2
76561198060615265,"Posted March 5, 2013.",440,No ratings yet,True,0.2263,2
76561198092056932,"Posted June 18, 2015.",48700,No ratings yet,True,0.7918,2
76561198074937155,"Posted September 11, 2014.",72850,No ratings yet,True,0.5859,2
76561198072225497,"Posted April 9, 2015.",219600,No ratings yet,True,0.1999,2
WhiteAfrican,"Posted October 10, 2015.",274940,0 of 1 people (0%) found this review helpful,True,0.0,1
Spacedotjaypeg,"Posted July 8, 2015.",24740,No ratings yet,True,-0.5267,0
09106,"Posted September 3, 2015.",346900,No ratings yet,True,-0.4588,0
Acroxian,"Posted September 6, 2014.",224260,No ratings yet,True,0.8176,2
CaptainTitus,"Posted November 29, 2013.",211420,No ratings yet,True,-0.8555,0
lawranca,"Posted February 21, 2015.",221100,No ratings yet,True,0.6808,2
Adrian_31,"Posted January 2, 2015.",243870,No ratings yet,False,-0.6597,0
76561198084499039,"Posted December 25, 2015.",230410,No ratings yet,True,0.0,1
